-------- INFORMATION ON THE DATA ---------
Shapes
Train Data: (11648, 16, 250) Train Lable: (11648, 1)
Test Data: (458, 16, 250) Test Lable: (458, 1)
***********************************************************************************
Number of NANs in the data
Train Data: 0 Train Lable: 0
Test Data: 0 Test Lable: 0
***********************************************************************************
Some stats on the data
Number of 'non sick' samples: 6282
Count voltage values > 10,000: 0
Count voltage values < -10,000: 0
**************************************** FULL DATASET *******************************************
Number of 'sick' samples: 5824
Number of 'non sick' samples: 6282
Maximum Value in Data Set: 359.2174987792969
Minimum Value in Data Set: -563.4595947265625
Mean Value in Data Set: -0.01604989383130064
Standard Daviation in Data Set: 10.471830601126564
************************************* TRAINING DATASET **********************************************
Number of 'sick' samples: 5824
Number of 'non sick' samples: 5824
Maximum Value in Training Set: 359.2174987792969
Minimum Value in Data Set: -563.4595947265625
Mean Value in Data Set: -0.016302400709676743
Standard Daviation in Data Set: 10.605513666194986
*************************************** TESTING DATASET ********************************************
Number of 'sick' samples: 0
Number of 'non sick' samples: 458
Maximum Value in Testing Set: 63.7242431640625
Minimum Value in Data Set: -55.57054138183594
Mean Value in Data Set: -0.009628059509630473
Standard Daviation in Data Set: 6.164330317015009
epoch: 0, lr: 0.002, accuracy: tensor(0.5001, device='cuda:0'), loss: 0.5632617473602295, valid accuracy: tensor(0., device='cuda:0')
epoch: 1, lr: 0.002, accuracy: tensor(0.5007, device='cuda:0'), loss: 0.938261866569519, valid accuracy: tensor(0., device='cuda:0')
epoch: 2, lr: 0.002, accuracy: tensor(0.5000, device='cuda:0'), loss: 1.063261866569519, valid accuracy: tensor(0., device='cuda:0')
epoch: 3, lr: 0.002, accuracy: tensor(0.5019, device='cuda:0'), loss: 0.4382617473602295, valid accuracy: tensor(0., device='cuda:0')
epoch: 4, lr: 0.002, accuracy: tensor(0.5045, device='cuda:0'), loss: 1.063261866569519, valid accuracy: tensor(0.9934, device='cuda:0')
epoch: 5, lr: 0.002, accuracy: tensor(0.4896, device='cuda:0'), loss: 0.6882617473602295, valid accuracy: tensor(0., device='cuda:0')
epoch: 6, lr: 0.002, accuracy: tensor(0.5015, device='cuda:0'), loss: 0.5632617473602295, valid accuracy: tensor(0.1135, device='cuda:0')
epoch: 7, lr: 0.002, accuracy: tensor(0.5028, device='cuda:0'), loss: 0.938261866569519, valid accuracy: tensor(0.0087, device='cuda:0')
epoch: 8, lr: 0.002, accuracy: tensor(0.4997, device='cuda:0'), loss: 0.8132617473602295, valid accuracy: tensor(0., device='cuda:0')
epoch: 9, lr: 0.002, accuracy: tensor(0.5000, device='cuda:0'), loss: 0.938261866569519, valid accuracy: tensor(0.6201, device='cuda:0')
epoch: 10, lr: 0.002, accuracy: tensor(0.5001, device='cuda:0'), loss: 0.938261866569519, valid accuracy: tensor(0., device='cuda:0')
epoch: 11, lr: 0.002, accuracy: tensor(0.5027, device='cuda:0'), loss: 0.938261866569519, valid accuracy: tensor(0.3952, device='cuda:0')
epoch: 12, lr: 0.002, accuracy: tensor(0.5141, device='cuda:0'), loss: 0.6882617473602295, valid accuracy: tensor(0.2009, device='cuda:0')
epoch: 13, lr: 0.002, accuracy: tensor(0.4976, device='cuda:0'), loss: 1.063261866569519, valid accuracy: tensor(0.9934, device='cuda:0')
epoch: 14, lr: 0.002, accuracy: tensor(0.5009, device='cuda:0'), loss: 1.063261866569519, valid accuracy: tensor(0., device='cuda:0')
epoch: 15, lr: 0.002, accuracy: tensor(0.5057, device='cuda:0'), loss: 0.5632617473602295, valid accuracy: tensor(0.6004, device='cuda:0')
epoch: 16, lr: 0.002, accuracy: tensor(0.5056, device='cuda:0'), loss: 0.6882617473602295, valid accuracy: tensor(0.0109, device='cuda:0')
epoch: 17, lr: 0.002, accuracy: tensor(0.5015, device='cuda:0'), loss: 0.813261866569519, valid accuracy: tensor(0.7009, device='cuda:0')
epoch: 18, lr: 0.002, accuracy: tensor(0.5009, device='cuda:0'), loss: 0.938261866569519, valid accuracy: tensor(0.5633, device='cuda:0')
epoch: 19, lr: 0.002, accuracy: tensor(0.4968, device='cuda:0'), loss: 1.188261866569519, valid accuracy: tensor(0.3079, device='cuda:0')
epoch: 20, lr: 0.002, accuracy: tensor(0.4957, device='cuda:0'), loss: 0.813261866569519, valid accuracy: tensor(0., device='cuda:0')
epoch: 21, lr: 0.002, accuracy: tensor(0.4999, device='cuda:0'), loss: 1.063261866569519, valid accuracy: tensor(0., device='cuda:0')
epoch: 22, lr: 0.002, accuracy: tensor(0.4986, device='cuda:0'), loss: 0.9382617473602295, valid accuracy: tensor(0., device='cuda:0')
epoch: 23, lr: 0.002, accuracy: tensor(0.4994, device='cuda:0'), loss: 0.813261866569519, valid accuracy: tensor(0., device='cuda:0')
epoch: 24, lr: 0.002, accuracy: tensor(0.5023, device='cuda:0'), loss: 0.8132617473602295, valid accuracy: tensor(0., device='cuda:0')
epoch: 25, lr: 0.002, accuracy: tensor(0.5000, device='cuda:0'), loss: 0.5632617473602295, valid accuracy: tensor(0., device='cuda:0')
epoch: 26, lr: 0.002, accuracy: tensor(0.4947, device='cuda:0'), loss: 0.5632617473602295, valid accuracy: tensor(0.9913, device='cuda:0')
epoch: 27, lr: 0.002, accuracy: tensor(0.5002, device='cuda:0'), loss: 0.8132617473602295, valid accuracy: tensor(1., device='cuda:0')
epoch: 28, lr: 0.002, accuracy: tensor(0.5002, device='cuda:0'), loss: 0.813261866569519, valid accuracy: tensor(1., device='cuda:0')
epoch: 29, lr: 0.002, accuracy: tensor(0.4953, device='cuda:0'), loss: 0.813261866569519, valid accuracy: tensor(0.9651, device='cuda:0')
epoch: 30, lr: 0.002, accuracy: tensor(0.5093, device='cuda:0'), loss: 0.8132617473602295, valid accuracy: tensor(1., device='cuda:0')
epoch: 31, lr: 0.002, accuracy: tensor(0.5001, device='cuda:0'), loss: 0.938261866569519, valid accuracy: tensor(0.9913, device='cuda:0')
epoch: 32, lr: 0.002, accuracy: tensor(0.5033, device='cuda:0'), loss: 0.813261866569519, valid accuracy: tensor(0.0524, device='cuda:0')
epoch: 33, lr: 0.002, accuracy: tensor(0.5008, device='cuda:0'), loss: 0.938261866569519, valid accuracy: tensor(0.0087, device='cuda:0')
epoch: 34, lr: 0.002, accuracy: tensor(0.5023, device='cuda:0'), loss: 0.6882617473602295, valid accuracy: tensor(0., device='cuda:0')
epoch: 35, lr: 0.002, accuracy: tensor(0.4963, device='cuda:0'), loss: 0.8132617473602295, valid accuracy: tensor(0.9956, device='cuda:0')
epoch: 36, lr: 0.002, accuracy: tensor(0.5009, device='cuda:0'), loss: 0.813261866569519, valid accuracy: tensor(0.9389, device='cuda:0')
epoch: 37, lr: 0.002, accuracy: tensor(0.4973, device='cuda:0'), loss: 0.8132617473602295, valid accuracy: tensor(0.9869, device='cuda:0')
epoch: 38, lr: 0.002, accuracy: tensor(0.4953, device='cuda:0'), loss: 1.188261866569519, valid accuracy: tensor(0.3996, device='cuda:0')
epoch: 39, lr: 0.002, accuracy: tensor(0.4994, device='cuda:0'), loss: 0.8132617473602295, valid accuracy: tensor(1., device='cuda:0')
epoch: 40, lr: 0.002, accuracy: tensor(0.5003, device='cuda:0'), loss: 0.938261866569519, valid accuracy: tensor(0.9651, device='cuda:0')
epoch: 41, lr: 0.002, accuracy: tensor(0.4954, device='cuda:0'), loss: 1.063261866569519, valid accuracy: tensor(0., device='cuda:0')
epoch: 42, lr: 0.002, accuracy: tensor(0.4930, device='cuda:0'), loss: 0.4382617473602295, valid accuracy: tensor(0., device='cuda:0')
epoch: 43, lr: 0.002, accuracy: tensor(0.5009, device='cuda:0'), loss: 0.9382617473602295, valid accuracy: tensor(0.0459, device='cuda:0')
